06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,4,Venda Parcelada,30/01/2025,0310,00000151.98,00000006.83,00000145.15
06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,2,Venda,04/04/2025,0101,00000076.49,00000003.05,00000073.44
06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,6,Venda,04/04/2025,0101,000000211.8,00000008.47,00000203.33
06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,4,Venda Parcelada,04/04/2025,0107,00000099.24,00000004.46,00000094.78
06/05/2025,Piaui Materiais de Construcoes LTDA,00312636,5,Venda Parcelada,04/04/2025,0110,00000047.24,00000002.12,00000045.12
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,28/11/2024,0505,000000024.5,000000001.1,000000023.4
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500005,Venda Parcelada,30/12/2024,0404,00000066.38,00000000003,00000063.38
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500007,Venda Parcelada,30/12/2024,0406,00000052.37,00000002.35,00000050.02
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500008,Venda Parcelada,30/12/2024,0406,00000021.82,00000000.98,00000020.84
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500003,Venda Parcelada,31/01/2025,0305,000000026.5,00000001.19,00000025.31
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda Parcelada,31/01/2025,0307,00000021.01,00000000.94,00000020.07
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500002,Venda,05/04/2025,0101,00000025.64,00000001.02,00000024.62
07/05/2025,Piaui Materiais de Construcoes LTDA,00312636,500003,Venda,05/04/2025,0101,00000036.68,00000001.46,00000035.22
02/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,996324,Venda Parcelada,23/11/2024,0506,000000035.8,00000001.61,00000034.19
02/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,50,Venda Parcelada,26/02/2025,0210,00000044.28,00000001.99,00000042.29
02/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,53,Venda Parcelada,27/02/2025,0202,00000044.75,00000002.01,00000042.74
02/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,52,Venda Parcelada,27/02/2025,0210,00000021.54,00000000.96,00000020.58
05/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,996326,Venda Parcelada,26/11/2024,0506,00000112.01,00000005.04,00000106.97
05/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,18,Venda Parcelada,26/12/2024,0406,00000140.16,000000006.3,00000133.86
05/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,29,Venda Parcelada,27/01/2025,0303,00000055.28,000000002.5,00000052.78
05/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,31,Venda Parcelada,27/01/2025,0303,00000090.19,00000004.07,00000086.12
05/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,54,Venda Parcelada,01/03/2025,0210,000000100.0,000000004.5,000000095.5
05/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,,,Aluguel POS 1263,,0101,00000000000,00000000000,00000000000
05/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,,,Aluguel POS 0135,,0101,-0000000050,00000000000,-0000000050
07/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,996328,Venda Parcelada,28/11/2024,0506,00000107.15,00000004.82,00000102.33
07/05/2025,PIAUI MATERIAIS DE CONSTRUCOES,00101358,33,Venda Parcelada,31/01/2025,0305,00000064.91,00000002.92,00000061.99
02/05/2025,Piaui Materiais de Construcoes,00312656,3,Venda Parcelada,22/10/2024,0606,00000211.67,00000009.55,00000202.12
02/05/2025,Piaui Materiais de Construcoes,00312656,500002,Venda Parcelada,26/02/2025,0204,000000049.6,00000002.23,00000047.37
02/05/2025,Piaui Materiais de Construcoes,00312656,500003,Venda Parcelada,26/02/2025,0204,000000050.4,00000002.26,00000048.14
02/05/2025,Piaui Materiais de Construcoes,00312656,2,Venda Parcelada,31/03/2025,0110,00000021.18,00000000.95,00000020.23
05/05/2025,Piaui Materiais de Construcoes,00312656,2,Venda Parcelada,28/01/2025,0310,00000094.45,00000004.25,000000090.2
05/05/2025,Piaui Materiais de Construcoes,00312656,CV****,Estorno Venda Parcelada,28/01/2025,0101,-0000004.25,00000000000,-0000004.25
05/05/2025,Piaui Materiais de Construcoes,00312656,CV****,Estorno Venda Parcelada,28/01/2025,0101,-00000090.2,00000000000,-00000090.2
05/05/2025,Piaui Materiais de Construcoes,00312656,CV****,Estorno de Comissao,28/01/2025,0101,00000004.25,00000000000,00000004.25
05/05/2025,Piaui Materiais de Construcoes,00312656,500002,Venda Parcelada,29/01/2025,0303,00000039.01,00000001.76,00000037.25
